NUMERO,FECHA,PROVEEDOR,NOMBRE,ENVASE,CANTIDAD,ORIGEN,DESTINO,MFL,MOVIMIENTO,FVO
0000-00000002-A,2025-01-02 06:42:29,31127.0,RINCON AGROPECUARIO SA,JVR ,55.0,PJP    ,  41517,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30577.0,PUENTE ORGANICO Y CIA,JVR ,83.0,PJP    ,  41486,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,40369.0,RUIZ FERNANDO,JVRE,15.0,PJP    ,  40966,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,50103.0,NAVARRO,JVR ,89.0,PJP    ,  41063,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31029.0,RAMOS IGNACIO LEANDRO,JVR ,8.0,PJP    ,  30580,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31029.0,RAMOS IGNACIO LEANDRO,JVR ,28.0,PJP    ,  41465,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31121.0,CUMBRE FRUTAL HNOS.,JVR ,59.0,PJP    ,  30168,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30428.0,LLANO ORGANICO Y CIA,JVR ,143.0,PJP    ,  41295,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30151.0,PIEDRA RURAL SA,JVR ,52.0,PJP    ,  30151,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,12410.0,GRAN HORTICOLA E HIJOS,JVR ,97.0,PJP    ,  41351,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30149.0,PAREDES LUCAS CESAR,JVR ,14.0,PJP    ,  30149,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31016.0,COSTA FRUTICOLA E HIJOS,JVRE,191.0,PJP    ,  30134,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31007.0,TORRENTE MAYOR HNOS.,JVRE,12.0,PJP    ,  30901,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31007.0,TORRENTE MAYOR HNOS.,JVRE,212.0,PJP    ,  41271,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,35041.0,PRADO FRUTICOLA S.R.L.,JVR ,26.0,PJP    ,  30569,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30009.0,BOSQUE PRINCIPAL HNOS.,JVR ,124.0,PJP    ,  30009,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31042.0,VERDE NATURAL HNOS.,JVR ,107.0,PJP    ,  40436,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30868.0,RINCON SILVESTRE S.R.L.,JVR ,101.0,PJP    ,  40381,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30656.0,MANANTIAL PRINCIPAL E HIJOS,JVR ,16.0,PJP    ,  30656,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31136.0,LOPEZ MANUEL,JVR ,16.0,PJP    ,  40399,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31039.0,PAREDES PEDRO ARIEL,JVR ,15.0,PJP    ,  40941,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30820.0,PAEZ DARIO ROBERTO,JVR ,34.0,PJP    ,  30820,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30016.0,GOMEZ ESTEBAN,JVR ,24.0,PJP    ,  30016,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31235.0,MIRANDA MARCOS ANDRES,JVR ,38.0,PJP    ,  30744,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30970.0,MARTINEZ ANTONIO SERGIO,JVR ,10.0,PJP    ,  41420,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30137.0,JIMENEZ SANTIAGO CRISTIAN,JVR ,29.0,PJP    ,  30137,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31289.0,PLANICIE FEDERAL HNOS.,JVR ,20.0,PJP    ,  30153,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31289.0,PLANICIE FEDERAL HNOS.,JVR ,8.0,PJP    ,  40113,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31299.0,SOSA MARCOS JAVIER,JVR ,10.0,PJP    ,  40365,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31301.0,LOPEZ SERGIO MARTIN,JVR ,47.0,PJP    ,  30779,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31301.0,LOPEZ SERGIO MARTIN,JVR ,19.0,PJP    ,  41201,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30173.0,LARGO FERTIL SRL,JVR ,124.0,PJP    ,  30173,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30951.0,MIRADOR REGIONAL SAS,JVR ,8.0,PJP    ,  30951,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31126.0,VALLE REGIONAL SA,JVR ,41.0,PJP    ,  30465,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,13668.0,VERDE ORGANICO SRL,JVR ,31.0,PJP    ,  40345,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30885.0,RINCON ORGANICO HNOS.,JVR ,221.0,PJP    ,  30885,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31373.0,MESETA FERTIL S.A.,JVR ,7.0,PJP    ,  41568,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30023.0,RAMOS RAMON,JVR ,29.0,PJP    ,  40099,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30256.0,VEGA CRISTIAN LEANDRO,JVR ,18.0,PJP    ,  30256,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30927.0,VARGAS TOMAS ANTONIO,JVR ,43.0,PJP    ,  41084,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30811.0,RAMOS FABIAN MIGUEL,JVR ,15.0,PJP    ,  30811,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30811.0,RAMOS FABIAN MIGUEL,JVR ,4.0,PJP    ,  30803,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,12471.0,VALLE RURAL S.A.,JVR ,83.0,PJP    ,  41405,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30710.0,MANANTIAL REGIONAL E HIJOS,JVR ,57.0,PJP    ,  30710,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30357.0,CABRERA JAVIER RAUL,JVR ,95.0,PJP    ,  30357,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30831.0,IBARRA RICARDO CESAR,JVR ,25.0,PJP    ,  40719,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30266.0,MANANTIAL MODERNO SRL,JVR ,67.0,PJP    ,  30266,AS,salida,
0000-00000016-A,2025-01-03 14:50:52,30427.0,LADERA HORTICOLA Y CIA,JVR ,23.0,PJP    ,  41307,TR,salida,
0000-00000021-A,2025-01-04 05:55:35,30723.0,SOSA RICARDO NICOLAS,JVR ,82.0,  30723,PJP    ,EC,entrada,
0000-00000024-A,2025-01-04 10:49:03,30951.0,MIRADOR REGIONAL SAS,JVR ,11.0,PJP    ,  30951,TR,salida,
0000-00000027-A,2025-01-06 07:27:10,31301.0,LOPEZ SERGIO MARTIN,JVRE,39.0,PJP    ,  30336,AC,salida,
0000-00000028-A,2025-01-06 07:59:25,30723.0,SOSA RICARDO NICOLAS,JVR ,90.0,  30723,PJP    ,EC,entrada,
0000-00000029-A,2025-01-06 08:00:17,30723.0,SOSA RICARDO NICOLAS,JVR ,81.0,  30723,PJP    ,EC,entrada,
0000-00000030-A,2025-01-06 08:00:54,30723.0,SOSA RICARDO NICOLAS,JVR ,100.0,  30723,PJP    ,EC,entrada,
0000-00000031-A,2025-01-06 08:02:37,30723.0,SOSA RICARDO NICOLAS,JVR ,55.0,  30723,PJP    ,EC,entrada,
0000-00000031-A,2025-01-06 08:02:37,30096.0,CUMBRE AGRARIO Y CIA,JVR ,16.0,PJP    ,  30096,TR,salida,
0000-00000031-A,2025-01-06 08:02:37,31128.0,LAGO PATAGONICO E HIJOS,JVR ,45.0,PJP    ,  41467,TR,salida,
0000-00000032-A,2025-01-06 08:03:35,30723.0,SOSA RICARDO NICOLAS,JVR ,65.0,  30723,PJP    ,EC,entrada,
0000-00000032-A,2025-01-06 08:03:35,30051.0,LARGO FRUTICOLA E HIJOS,JVR ,68.0,PJP    ,  30051,TR,salida,
0000-00000035-A,2025-01-06 09:36:59,30066.0,BAJO FEDERAL HNOS.,JVR ,15.0,PJP    ,  30066,TR,salida,
0000-00000039-A,2025-01-06 09:58:40,30723.0,SOSA RICARDO NICOLAS,JVR ,76.0,  30723,PJP    ,EC,entrada,
0000-00000002-A,2025-01-02 06:42:29,30063.0,BAJO AGROPECUARIO Y CIA,JVR ,68.0,PJP    ,  41439,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30063.0,BAJO AGROPECUARIO Y CIA,JVR ,78.0,PJP    ,  41438,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30063.0,BAJO AGROPECUARIO Y CIA,JVR ,68.0,PJP    ,  40987,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30728.0,MONTE SILVESTRE SRL,JVR ,51.0,PJP    ,  40250,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30728.0,MONTE SILVESTRE SRL,JVR ,35.0,PJP    ,  41011,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30728.0,MONTE SILVESTRE SRL,JVR ,66.0,PJP    ,  20009,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31261.0,LADERA REAL Y CIA,JVRE,12.0,PJP    ,  30997,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31261.0,LADERA REAL Y CIA,JVRE,76.0,PJP    ,  40322,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31261.0,LADERA REAL Y CIA,JVRE,35.0,PJP    ,  41406,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31261.0,LADERA REAL Y CIA,JVRE,37.0,PJP    ,  40131,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31261.0,LADERA REAL Y CIA,JVR ,70.0,PJP    ,  40272,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31100.0,SOTO ADRIAN SANTIAGO,JVR ,62.0,PJP    ,  30225,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31100.0,SOTO ADRIAN SANTIAGO,JVR ,3.0,PJP    ,  40560,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31100.0,SOTO ADRIAN SANTIAGO,JVR ,52.0,PJP    ,  41481,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30854.0,RODRIGUEZ ALEJANDRO FERNANDO,JVR ,57.0,PJP    ,  40119,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30292.0,GRAN PRODUCTIVO S.R.L.,JVR ,4.0,PJP    ,  30292,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30292.0,GRAN PRODUCTIVO S.R.L.,JVR ,160.0,PJP    ,  40670,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30292.0,GRAN PRODUCTIVO S.R.L.,JVR ,35.0,PJP    ,  40925,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,40069.0,ALVAREZ MARCELO,JVR ,10.0,PJP    ,  40751,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,40069.0,ALVAREZ MARCELO,JVR ,41.0,PJP    ,  40711,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,40069.0,ALVAREZ MARCELO,JVR ,173.0,PJP    ,  40294,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30776.0,NAVARRO RICARDO CLAUDIO,JVR ,3.0,PJP    ,  40262,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30776.0,NAVARRO RICARDO CLAUDIO,JVR ,2.0,PJP    ,  40955,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30776.0,NAVARRO RICARDO CLAUDIO,JVR ,14.0,PJP    ,  40260,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30776.0,NAVARRO RICARDO CLAUDIO,JVR ,106.0,PJP    ,  40261,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,40115.0,QUIROGA PEDRO,JVR ,20.0,PJP    ,  40586,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,40115.0,QUIROGA PEDRO,JVR ,4.0,PJP    ,  30546,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,40115.0,QUIROGA PEDRO,JVR ,42.0,PJP    ,  40220,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,40115.0,QUIROGA PEDRO,JVR ,270.0,PJP    ,  40587,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,12421.0,LUNA REAL HNOS.,JVR ,48.0,PJP    ,  40977,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,12421.0,LUNA REAL HNOS.,JVR ,62.0,PJP    ,  41445,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,12421.0,LUNA REAL HNOS.,JVR ,113.0,PJP    ,  30469,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,40112.0,CASTRO ESTEBAN ARIEL,JVR ,38.0,PJP    ,  40545,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,10074.0,JIMENEZ FERNANDO EMILIO,JVR ,74.0,PJP    ,  10074,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,40449.0,GONZALEZ SERGIO ALEJANDRO,JVR ,2.0,PJP    ,  41089,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,40110.0,PRADERA ORGANICO HNOS.,JVR ,49.0,PJP    ,  41188,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,12471.0,VALLE RURAL S.A.,JVR ,51.0,PJP    ,  41405,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,20001.0,MESETA NATURAL Y CIA,JVR ,25.0,PJP    ,  41527,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,20001.0,MESETA NATURAL Y CIA,JVR ,83.0,PJP    ,  40438,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,20001.0,MESETA NATURAL Y CIA,JVR ,168.0,PJP    ,  40070,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,20001.0,MESETA NATURAL Y CIA,JVR ,128.0,PJP    ,  20001,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30427.0,LADERA HORTICOLA Y CIA,JVR ,9.0,PJP    ,  41491,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30427.0,LADERA HORTICOLA Y CIA,JVR ,106.0,PJP    ,  41307,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30427.0,LADERA HORTICOLA Y CIA,JVRE,91.0,PJP    ,  30070,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30427.0,LADERA HORTICOLA Y CIA,JVR ,21.0,PJP    ,  41239,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30074.0,LARGO MAYOR HNOS.,JVR ,84.0,PJP    ,  40144,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30074.0,LARGO MAYOR HNOS.,JVR ,81.0,PJP    ,  40361,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,30074.0,LARGO MAYOR HNOS.,JVR ,74.0,PJP    ,  40839,AS,salida,
0000-00000002-A,2025-01-02 06:42:29,31273.0,DUARTE MARCOS,JVR ,312.0,PJP    ,  30808,AS,salida,
0000-00000043-A,2025-01-06 11:07:02,31301.0,LOPEZ SERGIO MARTIN,JVRE,41.0,PJP    ,  30336,AC,salida,
0000-00000045-A,2025-01-06 14:59:16,31301.0,LOPEZ SERGIO MARTIN,JVRE,43.0,PJP    ,  30336,AC,salida,
0000-00000046-A,2025-01-06 15:10:18,30723.0,SOSA RICARDO NICOLAS,JVR ,68.0,  30723,PJP    ,EC,entrada,
0000-00000052-A,2025-01-07 09:03:22,30723.0,SOSA RICARDO NICOLAS,JVR ,110.0,  30723,PJP    ,EC,entrada,
0000-00000053-A,2025-01-07 09:04:30,30723.0,SOSA RICARDO NICOLAS,JVR ,89.0,  30723,PJP    ,EC,entrada,
0000-00000054-A,2025-01-07 09:11:33,40069.0,ALVAREZ MARCELO,JVR ,16.0,PJP    ,  40293,TR,salida,
0000-00000055-A,2025-01-07 09:12:31,40069.0,ALVAREZ MARCELO,JVR ,15.0,PJP    ,  40293,TR,salida,
0000-00000060-A,2025-01-07 07:48:44,31250.0,TORRENTE PRINCIPAL SAS,JVR ,29.0,PJP    ,  30335,AC,salida,
0000-00000068-A,2025-01-07 15:28:04,30723.0,SOSA RICARDO NICOLAS,JVR ,65.0,  30723,PJP    ,EC,entrada,
0000-00000070-A,2025-01-07 17:16:29,40069.0,ALVAREZ MARCELO,JVR ,18.0,PJP    ,  40293,TR,salida,
0000-00000071-A,2025-01-07 17:41:51,40069.0,ALVAREZ MARCELO,JVR ,14.0,PJP    ,  40293,TR,salida,
0000-00000073-A,2025-01-08 08:10:43,40098.0,BOSQUE CENTRAL Y CIA,JVR ,38.0,PJP    ,  40388,TR,salida,
0000-00000075-A,2025-01-08 08:46:27,30723.0,SOSA RICARDO NICOLAS,JVR ,54.0,  30723,PJP    ,EC,entrada,
0000-00000080-A,2025-01-08 11:12:37,30837.0,QUIROGA HERNAN LUCAS,JVR ,28.0,PJP    ,  30837,TR,salida,
0000-00000082-A,2025-01-08 11:34:27,31342.0,TROPICO REGIONAL S.A.,JVR ,24.0,PJP    ,  41576,AC,salida,
0000-00000086-A,2025-01-08 12:41:46,30051.0,LARGO FRUTICOLA E HIJOS,JVR ,77.0,PJP    ,  30051,TR,salida,
0000-00000088-A,2025-01-08 13:05:29,30885.0,RINCON ORGANICO HNOS.,JVR ,66.0,PJP    ,  30885,TR,salida,
0000-00000089-A,2025-01-08 15:15:24,31392.0,SOL FEDERAL SRL,JVR ,37.0,PJP    ,  30495,AC,salida,
0000-00000091-A,2025-01-08 15:19:18,30723.0,SOSA RICARDO NICOLAS,JVR ,63.0,  30723,PJP    ,EC,entrada,
0000-00000100-A,2025-01-09 06:08:03,30051.0,LARGO FRUTICOLA E HIJOS,JVR ,65.0,PJP    ,  30051,TR,salida,
0000-00000101-A,2025-01-09 06:11:30,30723.0,SOSA RICARDO NICOLAS,JVR ,66.0,PJP    ,  30723,EC,salida,
0000-00000103-A,2025-01-09 06:16:32,30723.0,SOSA RICARDO NICOLAS,JVR ,79.0,  30723,PJP    ,EC,entrada,
0000-00000105-A,2025-01-09 06:20:07,30723.0,SOSA RICARDO NICOLAS,JVR ,62.0,  30723,PJP    ,EC,entrada,
0000-00000107-A,2025-01-09 07:45:16,13450.0,RAMIREZ FELIX CRISTIAN,JVR ,30.0,PJP    ,  41014,TR,salida,
0000-00000108-A,2025-01-09 05:47:32,30009.0,BOSQUE PRINCIPAL HNOS.,JVR ,11.0,PJP    ,  30009,TR,salida,
0000-00000109-A,2025-01-09 09:23:34,30796.0,PORTAL HORTICOLA HNOS.,JVR ,18.0,PJP    ,  40720,AC,salida,
0000-00000109-A,2025-01-09 09:23:34,30137.0,JIMENEZ SANTIAGO CRISTIAN,JVR ,6.0,PJP    ,  30137,TR,salida,
0000-00000111-A,2025-01-09 09:58:39,40069.0,ALVAREZ MARCELO,JVR ,23.0,PJP    ,  40293,TR,salida,
0000-00000113-A,2025-01-09 10:13:27,31305.0,DIAZ OMAR IGNACIO,JVR ,41.0,PJP    ,  30338,AC,salida,
0000-00000114-A,2025-01-09 10:24:45,30051.0,LARGO FRUTICOLA E HIJOS,JVR ,71.0,PJP    ,  30051,TR,salida,
0000-00000122-A,2025-01-09 16:03:58,40098.0,BOSQUE CENTRAL Y CIA,JVR ,34.0,PJP    ,  40388,AC,salida,
0000-00000124-A,2025-01-09 17:27:38,40069.0,ALVAREZ MARCELO,JVR ,29.0,PJP    ,  40293,TR,salida,
0000-00000127-A,2025-01-09 18:11:24,30723.0,SOSA RICARDO NICOLAS,JVR ,70.0,  30723,PJP    ,EC,entrada,
0000-00000128-A,2025-01-09 18:13:13,30723.0,SOSA RICARDO NICOLAS,JVR ,64.0,  30723,PJP    ,EC,entrada,
0000-00000131-A,2025-01-10 08:03:18,30229.0,VEGA JAVIER,JVR ,48.0,PJP    ,  41069,AC,salida,
0000-00000132-A,2025-01-10 08:30:41,31250.0,TORRENTE PRINCIPAL SAS,JVR ,24.0,PJP    ,  30335,TR,salida,
0000-00000134-A,2025-01-10 08:36:04,31273.0,DUARTE MARCOS,JVR ,73.0,PJP    ,  40172,AC,salida,
0000-00000135-A,2025-01-10 08:38:51,30198.0,AURORA FEDERAL HNOS.,JVR ,36.0,PJP    ,  41029,TR,salida,
0000-00000136-A,2025-01-10 08:39:32,30723.0,SOSA RICARDO NICOLAS,JVR ,63.0,  30723,PJP    ,EC,entrada,
0000-00000138-A,2025-01-10 08:44:16,30982.0,LARGO MODERNO HNOS.,JVR ,66.0,PJP    ,  40450,SR,salida,
0000-00000141-A,2025-01-10 09:31:31,12421.0,LUNA REAL HNOS.,JVR ,17.0,PJP    ,  30469,TR,salida,
0000-00000142-A,2025-01-10 09:43:10,13450.0,RAMIREZ FELIX CRISTIAN,JVR ,28.0,PJP    ,  41014,TR,salida,
0000-00000144-A,2025-01-10 09:58:52,30229.0,VEGA JAVIER,JVR ,50.0,PJP    ,  41069,AC,salida,
0000-00000147-A,2025-01-10 11:29:16,30229.0,VEGA JAVIER,JVR ,68.0,PJP    ,  41069,AC,salida,
0000-00000148-A,2025-01-10 11:49:24,31223.0,CASCADA FERTIL S.A.,JVR ,61.0,PJP    ,  40167,TR,salida,
0000-00000149-A,2025-01-10 11:53:32,30066.0,BAJO FEDERAL HNOS.,JVR ,29.0,PJP    ,  30066,TR,salida,
0000-00000155-A,2025-01-10 15:08:39,30427.0,LADERA HORTICOLA Y CIA,JVR ,25.0,PJP    ,  41307,TR,salida,
0000-00000157-A,2025-01-10 15:12:35,30723.0,SOSA RICARDO NICOLAS,JVR ,72.0,  30723,PJP    ,EC,entrada,
0000-00000159-A,2025-01-10 15:23:45,30427.0,LADERA HORTICOLA Y CIA,JVR ,20.0,PJP    ,  41307,TR,salida,
0000-00000160-A,2025-01-10 15:49:02,30723.0,SOSA RICARDO NICOLAS,JVR ,78.0,  30723,PJP    ,EC,entrada,
0000-00000162-A,2025-01-10 16:06:53,30994.0,DIAZ NESTOR,JVR ,40.0,PJP    ,  40629,AC,salida,
0000-00000166-A,2025-01-10 16:31:41,30723.0,SOSA RICARDO NICOLAS,JVR ,79.0,  30723,PJP    ,EC,entrada,
0000-00000168-A,2025-01-10 17:08:31,12421.0,LUNA REAL HNOS.,JVR ,20.0,PJP    ,  30469,TR,salida,
0000-00000170-A,2025-01-10 17:13:18,30427.0,LADERA HORTICOLA Y CIA,JVR ,22.0,PJP    ,  41307,TR,salida,
0000-00000171-A,2025-01-10 17:40:08,30885.0,RINCON ORGANICO HNOS.,JVR ,44.0,PJP    ,  30885,TR,salida,
